config_id,monitor_band,touch_band,outcome_strikes,level_types,score,error
145,7.5,1.0,2,"PM_HIGH,PM_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
146,7.5,1.0,2,"OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
147,7.5,1.0,2,"SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
148,7.5,1.0,2,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
149,7.5,1.0,2,"PM_HIGH,PM_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
150,7.5,1.0,2,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
151,7.5,1.0,3,"PM_HIGH,PM_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
152,7.5,1.0,3,"OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
153,7.5,1.0,3,"SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
154,7.5,1.0,3,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
155,7.5,1.0,3,"PM_HIGH,PM_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
156,7.5,1.0,3,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
157,7.5,1.0,4,"PM_HIGH,PM_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
158,7.5,1.0,4,"OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
159,7.5,1.0,4,"SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
160,7.5,1.0,4,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
161,7.5,1.0,4,"PM_HIGH,PM_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
162,7.5,1.0,4,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
163,7.5,2.0,2,"PM_HIGH,PM_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
164,7.5,2.0,2,"OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
165,7.5,2.0,2,"SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
166,7.5,2.0,2,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
167,7.5,2.0,2,"PM_HIGH,PM_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
168,7.5,2.0,2,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
169,7.5,2.0,3,"PM_HIGH,PM_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
170,7.5,2.0,3,"OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
171,7.5,2.0,3,"SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
172,7.5,2.0,3,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
173,7.5,2.0,3,"PM_HIGH,PM_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
174,7.5,2.0,3,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
175,7.5,2.0,4,"PM_HIGH,PM_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
176,7.5,2.0,4,"OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
177,7.5,2.0,4,"SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
178,7.5,2.0,4,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
179,7.5,2.0,4,"PM_HIGH,PM_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
180,7.5,2.0,4,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
181,7.5,3.0,2,"PM_HIGH,PM_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
182,7.5,3.0,2,"OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
183,7.5,3.0,2,"SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
184,7.5,3.0,2,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
185,7.5,3.0,2,"PM_HIGH,PM_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
186,7.5,3.0,2,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
187,7.5,3.0,3,"PM_HIGH,PM_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
188,7.5,3.0,3,"OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
189,7.5,3.0,3,"SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
190,7.5,3.0,3,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
191,7.5,3.0,3,"PM_HIGH,PM_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
192,7.5,3.0,3,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
193,7.5,3.0,4,"PM_HIGH,PM_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
194,7.5,3.0,4,"OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
195,7.5,3.0,4,"SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
196,7.5,3.0,4,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
197,7.5,3.0,4,"PM_HIGH,PM_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
198,7.5,3.0,4,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
199,7.5,5.0,2,"PM_HIGH,PM_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
200,7.5,5.0,2,"OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
201,7.5,5.0,2,"SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
202,7.5,5.0,2,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
203,7.5,5.0,2,"PM_HIGH,PM_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
204,7.5,5.0,2,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
205,7.5,5.0,3,"PM_HIGH,PM_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
206,7.5,5.0,3,"OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
207,7.5,5.0,3,"SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
208,7.5,5.0,3,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
209,7.5,5.0,3,"PM_HIGH,PM_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
210,7.5,5.0,3,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
211,7.5,5.0,4,"PM_HIGH,PM_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
212,7.5,5.0,4,"OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
213,7.5,5.0,4,"SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
214,7.5,5.0,4,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
215,7.5,5.0,4,"PM_HIGH,PM_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
216,7.5,5.0,4,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
217,10.0,1.0,2,"PM_HIGH,PM_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
218,10.0,1.0,2,"OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
219,10.0,1.0,2,"SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
220,10.0,1.0,2,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
221,10.0,1.0,2,"PM_HIGH,PM_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
222,10.0,1.0,2,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
223,10.0,1.0,3,"PM_HIGH,PM_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
224,10.0,1.0,3,"OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
225,10.0,1.0,3,"SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
226,10.0,1.0,3,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
227,10.0,1.0,3,"PM_HIGH,PM_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
228,10.0,1.0,3,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
229,10.0,1.0,4,"PM_HIGH,PM_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
230,10.0,1.0,4,"OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
231,10.0,1.0,4,"SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
232,10.0,1.0,4,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
233,10.0,1.0,4,"PM_HIGH,PM_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
234,10.0,1.0,4,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
235,10.0,2.0,2,"PM_HIGH,PM_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
236,10.0,2.0,2,"OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
237,10.0,2.0,2,"SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
238,10.0,2.0,2,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
239,10.0,2.0,2,"PM_HIGH,PM_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
240,10.0,2.0,2,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
241,10.0,2.0,3,"PM_HIGH,PM_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
242,10.0,2.0,3,"OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
243,10.0,2.0,3,"SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
244,10.0,2.0,3,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
245,10.0,2.0,3,"PM_HIGH,PM_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
246,10.0,2.0,3,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
247,10.0,2.0,4,"PM_HIGH,PM_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
248,10.0,2.0,4,"OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
249,10.0,2.0,4,"SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
250,10.0,2.0,4,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
251,10.0,2.0,4,"PM_HIGH,PM_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
252,10.0,2.0,4,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
253,10.0,3.0,2,"PM_HIGH,PM_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
254,10.0,3.0,2,"OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
255,10.0,3.0,2,"SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
256,10.0,3.0,2,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
257,10.0,3.0,2,"PM_HIGH,PM_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
258,10.0,3.0,2,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
259,10.0,3.0,3,"PM_HIGH,PM_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
260,10.0,3.0,3,"OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
261,10.0,3.0,3,"SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
262,10.0,3.0,3,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
263,10.0,3.0,3,"PM_HIGH,PM_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
264,10.0,3.0,3,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
265,10.0,3.0,4,"PM_HIGH,PM_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
266,10.0,3.0,4,"OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
267,10.0,3.0,4,"SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
268,10.0,3.0,4,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
269,10.0,3.0,4,"PM_HIGH,PM_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
270,10.0,3.0,4,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
271,10.0,5.0,2,"PM_HIGH,PM_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
272,10.0,5.0,2,"OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
273,10.0,5.0,2,"SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
274,10.0,5.0,2,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
275,10.0,5.0,2,"PM_HIGH,PM_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
276,10.0,5.0,2,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
277,10.0,5.0,3,"PM_HIGH,PM_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
278,10.0,5.0,3,"OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
279,10.0,5.0,3,"SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
280,10.0,5.0,3,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
281,10.0,5.0,3,"PM_HIGH,PM_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
282,10.0,5.0,3,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
283,10.0,5.0,4,"PM_HIGH,PM_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
284,10.0,5.0,4,"OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
285,10.0,5.0,4,"SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
286,10.0,5.0,4,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
287,10.0,5.0,4,"PM_HIGH,PM_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
288,10.0,5.0,4,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
